,ADEL,ADER,ADFL,ADLL,ADLR,AFDL,AFDR,AQR,ASEL,ASER,ASGL,ASGR,ASHL,ASHR,ASIL,ASIR,ASJL,ASJR,ASKL,ASKR,AUAL,AUAR,AVG,AWAL,AWAR,AWBL,AWBR,AWCL,AWCR,BAGL,BAGR,CEPDL,CEPDR,CEPVL,CEPVR,FLPL,FLPR,IL1DL,IL1DR,IL1R,IL1VL,IL1VR,IL2DL,IL2DR,IL2L,IL2R,IL2VL,IL2V4,NSML,NSMR,OLLL,OLLR,OLQDL,OLQDR,OLQVL,OLQVR,URADL,URADR,URAVL,URAVR,URBL,URBR,URXL,URXR,URYDL,URYDR,URYVL,URYVR,ADAL,ADAR,AIBL,AIBR,AIML,AIMR,AINL,AINR,AIYL,AIYR,AIZL,AIZR,ALA,AVAL,AVAR,AVBL,AVBR,AVDL,AVDR,AVEL,AVER,AVFL,AVHL,AVHR,AVJL,AVJR,AVKL,AVKR,AVL,I1L,I1R,I2L,I2R,I3,I4,I6,RIAL,RIAR,RIBL,RIBR,RICL,RICR,RIFR,RIGL,RIGR,RIH,RIPL,RIR,RIS,RIVL,RIVR,SAADL,SAADR,SAAVL,SAAVR,SABD,SABVL,SABVR,SIBVR,AS1,DA1,DB2,DD1,M1,M2L,M2R,M3L,M3R,M5,MCL,MCR,MI,RID,RIML,RIMR,RMDDL,RMDDR,RMDL,RMDR,RMDVL,RMDVR,RMED,RMEL,RMER,RMEV,RMFL,RMFR,RMGL,RMGR,SMBDL,SMBDR,SMBVL,SMBVR,SMDDL,SMDDR,SMDVL,SMDVR,VA1,VB1,VB2
FLPL,0.63542302,0.064034996,-0.005275761,-0.026310899,-0.005149382,0.027705551,-0.02841705,0.165697843,0.018745528,0.047691275,0.059365512,0.004804772,0.005630653,0.028600406,0.012812272,-0.032352762,0.016179045,0.108586585,0.057637351,,0.025177184,0.08285639,-0.026577538,-0.021264384,-0.028514683,0.010071821,0.00753702,-0.01180493,0.071569323,0.004371935,-0.034726934,,0.003133808,0.005074705,-0.015044843,0.383333338,0.097722257,0.017711443,0.041906757,,-0.007061734,-0.031189066,-0.017744923,0.005393152,0.002514332,-0.014021301,0.035716528,-0.017357421,-0.012267812,0.012223987,0.001163387,0.039455316,0.00583398,0.005189184,-0.016113494,0.012649576,0.0503946,-0.032328868,0.030167417,,-0.013380519,0.008699572,0.029074669,-0.010206876,-0.023096956,0.010117298,0.047449995,-0.015943419,0.091894128,0.106367821,0.168386363,0.078249649,0.021170682,0.035527434,0.036014502,0.03156685,0.021961144,-0.009610735,0.065633948,0.036333,-0.015279755,0.00920539,0.013366213,-0.010477674,-0.011857393,0.168505205,0.032660427,0.01877947,0.008312882,-0.01850835,0.010737567,0.102851814,0.090139731,0.047681031,0.010503277,-0.037874005,0.143786307,0.01889177,0.025866249,-0.001773882,0.021300979,0.013471242,0.010552383,0.018709186,0.076804787,0.062827356,-0.042066112,0.087618971,0.13957358,0.142957077,0.077501775,0.02538835,0.010985201,-0.025799272,0.001489053,-0.008164263,0.134346929,0.01700905,0.00519391,0.046555561,,0.001562286,0.003811821,0.028659223,-0.029646525,0.187301031,0.030756772,0.024024605,,0.027689498,0.063835345,-0.020643258,0.022610121,0.097302603,0.051817148,-0.008627834,-0.005420117,0.014891867,0.06976776,-0.001688823,0.048414114,0.091598409,0.012409796,0.030437242,0.075585881,0.00719387,0.017100941,0.0166731,0.00411306,0.030269991,0.024429008,-0.019766016,0.13299307,,0.006197966,0.001653362,-0.054116501,,0.087927292,-0.005040068,0.049481107,0.037202548,0.073518873,0.006121837,-0.039982855,-0.006533489,0.065974873,0.031218006
FLPR,0.000505676,0.090803281,0.007531687,-0.011564081,0.02340632,0.028590012,,0.160647027,-0.001012218,0.06566821,0.001062121,0.069790716,-0.00310237,0.022049963,-0.038096557,0.034771303,0.036607094,0.086604185,0.052052779,,0.018078747,-0.067777547,-0.021608857,0.025404601,-0.003148047,0.032341797,0.069091218,0.035444176,0.03615195,0.017233402,-0.01688835,,-0.016077986,0.000949865,-0.000225398,0.063031017,0.481015933,0.0453646,0.039003065,-0.038145783,-0.002796013,0.018753608,-0.0248566,-0.009844507,-0.001346301,0.094697516,,0.023735862,0.103728756,-0.015464973,0.012786571,0.007663514,-0.009011911,0.001565608,0.003785639,0.012078778,,0.021629476,0.014330493,0.015703358,0.014120428,0.017148082,0.01363504,0.017879185,0.041287071,0.022268881,-0.033241692,0.059673932,0.00076118,0.023873345,0.08357701,,0.054066849,0.023467841,0.073349136,0.041999462,0.023028898,0.014134505,0.084609231,0.103353052,-0.008719242,-0.006947172,0.037323626,0.002520851,0.00531862,0.255034876,0.100013449,0.00523903,0.013666777,0.034985207,0.030426972,0.10606065,0.085645555,0.166522611,0.01231993,-0.006815712,,0.062939206,,-0.003397476,0.012927905,0.008246438,0.004433103,0.001642776,-0.020368604,0.009602088,0.018450632,0.25342689,0.129749429,0.354106711,-0.065369251,0.026322866,0.001301498,0.032684742,0.027593408,0.04257974,-0.00474633,-0.028085804,-0.018081938,0.01478035,0.065331533,0.005216847,0.04960057,0.166787335,0.034235764,-0.088870076,0.0321984,-0.086655689,,0.027677822,-0.043558024,0.039479716,0.101251116,0.12027818,0.019754541,0.011256596,0.077538195,-0.005378088,0.058330113,-0.015071763,0.009470064,0.067351644,0.085679076,0.023820761,0.072271022,-0.006670575,0.064571426,0.028991283,0.039724129,0.01008322,0.01737018,0.001320636,0.000776976,-0.012362039,-0.002024105,0.012653029,-0.009278017,,-0.008721751,-0.009812473,0.054567819,-0.000804751,-0.005042055,0.016794759,-0.031048065,0.050520242,0.016586434,-0.022467801
IL1DL,0.079611766,0.00505903,0.018634204,0.07018545,0.06460338,-0.07539254,-0.007191109,0.011723351,0.01086811,0.122792442,0.035910758,-0.023822674,0.005379019,-0.001732313,0.017820871,0.061804745,0.037168195,-0.059652832,0.026008584,-0.079081741,-0.0126613,0.020508674,0.013395356,0.075790825,-0.031191676,0.009076816,0.056013639,-0.004411238,0.064175993,0.016496851,0.100307755,-0.016646733,-0.030513511,-0.001917248,0.03377106,0.019697845,0.009861002,0.389305835,0.175921706,0.01735421,0.028123,-0.003041488,0.089187076,0.376088798,-0.057795409,0.041614346,0.04802462,0.058749128,0.040975822,0.036528591,0.12694057,0.202824456,0.121679627,0.007170967,0.022000439,0.045949334,,0.07029982,-0.042414879,,0.035175684,0.012511825,0.040349701,0.06517428,0.173974038,0.071918943,0.032352484,0.030323119,-0.019226364,-0.003899654,-0.050878841,,0.012050344,0.000498497,-0.006424455,-0.001385279,0.067984314,-0.009216155,0.045824833,-0.022654088,0.032912966,0.021516325,-0.012763878,,0.074529724,0.073413325,-0.007269376,-0.015287925,0.022430414,0.055819667,-0.010577158,0.029784271,0.051772188,0.015595014,-0.003477108,0.016646162,,0.02151363,0.008724348,0.030628414,0.06241073,0.019397998,0.111297807,0.025698353,0.203315247,0.268202705,-0.006715603,0.000773171,-0.105030815,0.003038444,0.035312,0.042183174,0.039201997,0.046335705,-0.154914252,-0.044824463,0.028869564,0.029279122,0.020575053,-0.01333278,0.061415666,0.076623303,0.040821669,0.034309948,-0.044980889,-0.098371831,,,,0.031310783,-0.03969185,0.070286059,0.024483456,0.065114681,0.050748884,0.053778322,-0.002181111,0.022024897,0.006275861,-0.022931983,-0.003229422,-0.000739587,0.012621757,-0.005439416,-0.001827592,0.069757135,0.03202892,0.03030292,0.04783389,,0.054076984,0.036103949,-0.003693409,-0.023599238,0.15840585,0.005035147,0.115269223,,-0.019945235,0.100674335,-0.083219311,-0.043140131,0.014793904,0.0635862,-0.014427067,-0.062471105,0.042244149,-0.012033346
IL1DR,0.064452718,0.022749027,0.056047269,-0.011370803,0.15194894,-0.022524895,-0.05458394,0.019223101,0.061514778,0.002996482,4.67E-05,-0.033953624,-0.005942279,-0.018837726,0.009169484,0.043429701,0.018582283,0.004838639,0.000997806,0.081886592,-0.00778441,0.035251172,0.034407979,0.034609071,-0.033491915,0.046145421,0.01972917,0.061744057,-0.042705037,0.000297752,0.005321652,-0.035513493,0.071796538,0.012959641,0.016007804,-0.008523454,0.054177156,0.200367322,0.402285705,,-0.001881134,0.045812017,0.007786289,0.040543646,,-0.000853106,0.010186553,0.048999672,,0.030969978,0.071286365,0.234403395,0.025681699,0.12595527,0.022338886,0.029637489,,,-0.104837282,-0.017574975,0.152397315,-0.009617577,-0.014247394,0.029424133,0.066631388,0.081998879,0.038626648,0.016320392,-0.032265551,0.046663388,,,0.010036293,0.029550319,-0.049941156,0.079036725,0.132811351,0.011986454,0.002585417,0.004480283,,-0.044863933,0.065942477,,-0.012960842,-0.008369708,0.028280262,0.005114638,0.001163829,,0.046085305,0.091070408,0.050129795,0.068137256,-0.061345985,0.010701072,0.296971938,0.104411323,,0.015178522,0.064797563,0.005696414,-0.007188597,0.007115516,0.205070493,0.019548755,-0.017006205,0.008211653,-0.016685579,-0.005551726,0.110197163,0.038847587,0.040072674,0.083476194,-0.07251427,-0.037698185,0.018898962,0.00382879,0.026277916,-0.015373325,0.052343121,0.010810172,0.056035796,0.01601575,0.083013288,0.046926185,-0.278286092,0.093431141,,0.011683255,0.058962047,0.004642033,0.01582057,0.019410317,0.041437016,0.033510898,0.019844675,0.069761431,0.014629575,0.000288233,-0.008139192,0.017769833,-0.02783631,0.042019486,0.007769599,-0.037791309,-0.006704833,-0.021781993,0.021669677,,0.036234794,0.021414565,,-0.032651949,0.060497959,0.043307298,0.107156453,,0.021727058,0.068370496,,-0.053074427,0.081187575,0.235852926,-0.03103456,-0.019705462,-0.014417375,0.054106849
IL1R,,0.08069774,,-0.115406305,-0.060262664,,,-0.028150172,0.049222429,,0.016751157,,0.016068273,,-0.014665089,0.023884098,,0.024277907,-0.013387411,,0.042125377,-0.161063578,-0.018113106,,0.015089586,0.061947987,-0.028375702,,,,,,0.017138901,,,0.008021069,0.045798603,-0.025436802,,0.449208968,0.097865885,0.071790934,0.011775545,0.00512077,,,,0.242304257,,,0.035800721,,,,-0.016268513,0.2945777,0.045385496,,-0.027908223,,,-0.0191389,0.013444897,0.066713736,,,,0.024924819,,0.019647579,,,-0.081668526,-0.021233274,,,,,,0.016298338,,,-0.001493977,-0.008556065,0.012622766,,0.000749321,0.024538509,-0.053343103,,,,0.043625522,,0.076768217,0.00823932,,0.215149507,,0.038120902,-0.016330074,,,0.011994385,0.03152934,-0.009668205,-0.055500496,0.028673757,,-0.022324767,,,0.070641401,,,,,-0.042381105,,-0.04412232,,,0.011290855,,,,,,,-0.067662659,0.016763419,-0.010378842,,0.062709735,-0.064419284,0.039012689,,,,-0.109544663,0.126000758,-0.052283813,-0.065591487,0.040472413,0.110214052,0.018264106,0.021882768,,0.032927202,,-0.00307427,-0.064405071,0.088420969,,0.039955345,-0.347621296,,,,0.086216557,-0.083400496,-0.010487586,,0.07645524,,,0.020557129,0.015319394
IL1VL,-0.000200951,-0.020457919,0.064458785,-2.34E-05,-0.020709327,-0.013436322,0.063757355,-0.002801658,0.070977678,0.004932205,0.020109338,0.031012413,0.001566715,0.009941982,0.022004374,0.035821916,0.044610532,0.058432292,0.011330086,,-0.024194161,-0.03440796,0.004325855,-0.014721848,-0.000478803,0.005297437,0.02398273,0.01406286,-0.00180451,0.010849417,0.044332068,0.108297755,0.033378095,0.035958071,0.010311571,-0.016719266,-0.01222493,0.011873618,0.02121961,0.038684773,0.481197312,0.258773559,0.069399652,0.053147522,-0.06437739,0.04026247,0.012396197,-0.017829528,0.138116791,0.026566082,0.025050429,-0.006834328,-0.024456866,-0.005171572,0.027474837,0.021496011,,0.012593282,0.160761062,,0.043393429,0.045496522,0.013246637,0.018929733,0.027305803,-0.003336971,0.060821406,0.058362543,9.96E-05,0.014368781,0.075231344,0.029212694,-0.007078862,0.009177166,0.006187082,-0.027830545,-0.049776642,-0.024008269,0.056988055,-0.019924672,0.003492688,0.067649756,0.003544929,0.003111261,0.002507754,0.00233972,0.005971893,0.024834833,0.036692274,0.059065415,0.020744053,-0.02643048,0.009817543,0.010097314,0.005422649,0.030471053,,-0.007581096,-0.008831123,0.023127746,0.006478491,0.023077014,0.064820428,0.01964946,0.024649067,0.030403356,-0.014928,-0.077658189,-0.003568395,0.023714975,0.012823942,0.026708747,0.020697561,0.066280148,0.046269969,-0.037289195,-0.040847411,-0.018335611,-0.007403763,-0.072053132,0.007502125,0.007768722,0.05839389,-0.00768704,-0.007776357,-0.048586214,0.061013873,,,-0.016774973,,0.042056126,0.007945464,0.064596179,0.028583767,0.065615838,0.005711379,0.020504994,-0.017378607,0.011082826,0.019732655,-0.007126526,0.01369839,0.035668838,-0.00963702,0.010254104,0.020341381,-0.003120821,-0.002554379,0.028227705,0.020304449,0.024919413,-0.002617539,0.06734614,0.058875079,-0.022991225,,0.013082047,0.036555618,0.042457539,-0.088704823,0.013210809,-0.000345035,-0.020091766,0.041815967,-0.037746053,0.009582929,-0.00460509
IL1VR,0.063639426,0.119991376,0.01249048,-0.05863874,0.008846854,-0.022949318,-0.008565448,-0.004224745,0.013378216,0.004289718,0.049497895,0.012010758,0.017437334,0.004589628,0.047892367,0.018682451,0.04161374,0.036945391,-0.016487654,-0.034648999,-0.039113572,0.059860757,0.013747908,-0.013378127,0.133462615,0.020075451,0.016464569,0.001840637,0.059572264,0.178326791,-0.078280389,0.011170088,0.073489165,0.103324232,0.007902881,0.01931897,0.023540418,0.004511518,-0.008826619,0.080151073,0.205616898,0.523273783,0.04548074,0.087353404,0.002407865,0.208896959,,0.042810102,0.15694987,0.002983732,0.01168143,0.013887553,-0.010706755,-0.015744362,0.050543939,0.146399469,,0.096998319,0.37219097,0.136844589,0.064383793,0.016248419,-0.003510237,-0.004080025,0.21217662,0.025999124,0.015166754,0.097143642,-0.011567966,0.05312422,0.015784092,0.096787443,-0.010276104,0.02200823,0.026772894,0.080230232,,-0.009799294,0.002638689,-0.033266468,0.032985713,-0.017319506,-0.050883727,0.006432463,-0.007677897,0.00491739,-0.019494902,-0.005763997,0.018161939,,0.034607068,0.010357327,0.037871544,0.007226341,-0.006778863,0.054458035,,-0.046204126,0.022524266,0.023753128,0.053750095,0.03738473,0.059612724,0.051132632,0.003282941,0.009713059,-0.001152508,0.034110724,-0.025014337,-0.007216955,0.055383982,0.003077609,0.049308322,0.093171227,,,-0.021631511,0.007368382,0.005193873,-0.009158053,0.030566253,0.022662968,-0.006693718,0.009955969,-0.0014622,0.002517594,0.068110249,,,0.017275187,-0.021869474,0.043548561,0.052284378,-0.004689927,0.046890884,0.045467273,0.014455842,0.112571938,,0.006253799,0.018774712,0.014735173,0.017461283,0.010800118,-0.023295422,0.05014731,0.001872034,0.033459599,0.005272311,,0.039506729,0.04853808,0.002888892,-0.022809976,0.06364332,-0.021979372,,-0.035560624,-0.034070415,-0.016203619,0.00311572,0.011505499,0.088936532,0.099113796,-0.028375687,0.033476674,0.030999757,0.009567458
IL2DL,-0.001112903,-0.018251114,0.021636127,0.067847799,-0.013620373,0.013213524,0.006494471,0.031348659,0.071522107,0.041902744,-0.004153451,-0.018137406,-0.052639735,0.032362473,-0.009131822,0.010340084,0.012201681,0.065420106,-0.000284799,-0.050792378,-0.008754143,0.024163914,0.024721351,0.001858774,-0.012659184,0.009793747,-0.023182195,0.012595173,-0.001311196,-0.005108463,,,0.048682454,0.015949907,0.007701204,0.019679516,0.001325832,-0.001751186,0.056482144,-0.015916442,-0.022603125,-0.047156736,0.369483625,0.270686445,0.061371151,0.007672804,-0.008887385,0.05418431,0.023444786,-0.030438835,0.044099275,0.03024116,-0.005930126,0.010445228,0.045848429,-0.043008782,,0.035911527,0.046202813,0.022470337,0.00045933,0.062592101,0.01372841,0.044102277,0.877540586,0.008588666,0.024677556,0.103283258,0.042527643,0.021717014,,-0.055238943,0.017524322,0.046727236,-0.003151057,0.012038485,-0.006397805,-0.036808307,0.021416218,0.023556269,0.019590074,0.102323574,-0.004614649,,-0.015341875,0.045633287,0.026021619,0.029533028,0.041318711,-0.006471537,-0.006843506,0.001235536,0.023235314,0.067352226,,0.003506073,,-0.036781928,0.005878954,0.09096785,0.010569651,0.082134489,0.066935163,0.014987615,-0.005755421,0.081718474,-0.032473492,0.06405354,-0.035628415,-0.019337457,,-0.000916678,0.059905107,0.171434643,,-0.138524219,0.005558761,0.009896591,0.02982012,0.026357679,-0.010036195,-0.027670286,0.022078609,0.005723506,0.001800701,0.371771875,-0.047838413,,,0.050945481,0.127179547,0.085119425,0.021379151,0.012839404,0.015464455,0.027536094,0.006613658,-0.003145806,,0.055042067,-0.002920021,0.04333642,-0.006321264,0.015377353,0.046885188,-0.04182673,0.007906455,-0.001198047,0.034888589,,0.044204914,-0.038411319,0.015859439,0.007525711,0.047817466,-0.02604124,,,,0.007132136,,-0.024599356,-0.003646955,0.159216779,0.021985701,0.212426469,0.00554003,0.021577075
IL2DR,0.080872472,-0.004119239,-0.020837501,0.05829163,-0.01606606,0.030420785,0.040916328,0.01921958,0.07844255,0.014337801,0.017767019,0.010265049,-0.000762388,0.010854027,0.042333803,0.010521165,-0.01822435,0.150104444,0.009084291,0.074330475,0.030687575,0.004681555,-0.038550149,0.030727192,0.02915159,0.015410109,0.226651773,0.006138918,,0.078611003,0.236654456,-0.00392967,-0.022163758,-0.023347945,0.012674048,0.003871976,0.046001181,0.104899771,0.069135046,-0.014692373,-0.005527363,0.025783961,0.243557328,0.385868697,0.007515752,-0.026293604,-0.010013345,0.036769056,,0.045286184,0.031942605,0.017930079,0.017636049,0.018408644,0.012155034,-0.03855951,,0.012377466,0.026119193,-0.007688105,0.045961836,0.010911666,0.005899417,0.066858763,0.045276685,-0.041692063,0.010381673,0.026336705,-0.008581457,0.017291009,0.00230853,,0.012163369,-0.004975484,-0.018500175,0.004450729,0.030156952,-0.003569746,0.013636865,0.013615831,0.268582697,-0.049181237,0.143940147,0.039933319,0.003187445,0.004334186,-0.008796565,0.017553066,0.013495374,,-0.008811457,-0.004497842,0.031134859,0.081830734,-0.008489602,0.157928058,,0.002598846,,-0.003843513,0.062059581,0.175622971,0.027316509,0.016202582,-0.027826342,0.00368036,0.025687917,-0.034030372,-0.032480475,-0.020631022,-0.001672574,-0.010328941,0.015946322,-0.018130826,,0.249240182,0.045850973,0.006882555,0.00567797,0.009385104,0.011686075,0.053734083,0.017356292,-0.006203986,0.005032645,-0.188035149,,,,-0.030383328,0.010583251,0.069602247,0.053046246,0.021762505,0.132202819,0.088674045,0.007135507,-0.018412076,-0.027360504,0.020504442,0.018538065,-0.008260276,-0.017291178,-0.012107326,-0.004262383,-0.026017602,0.003909536,0.009802017,0.013736126,,-0.006045841,0.153925918,0.012480912,-0.026842284,0.00219712,-0.006940002,-8.54E-06,,-0.023677121,0.018698172,-0.045301222,-0.001927751,-0.005020496,-0.034909177,0.001084753,,0.010670117,-0.008830553
IL2L,,-0.045866582,,0.022931877,0.067958161,,-0.005095442,,0.138292654,-0.045017321,,0.009219089,0.10725526,-0.052953711,0.094643182,,0.02174179,,0.010479876,,,,-0.05151646,-0.010909258,,-0.017022452,0.893135127,-0.001974922,,0.233668416,0.002840868,,-0.155087177,0.186251704,0.028446606,0.048165136,0.085537587,0.014990347,,-0.019769382,0.0147763,0.169194847,,,0.317650338,0.049231076,,,,,0.08148562,0.012272557,-0.003852081,0.022945783,0.128359387,-0.009083466,0.083122556,-0.011164251,0.067330919,,,0.01955989,-0.012249618,0.026930948,,,-0.019692611,,,0.141639344,0.023888801,,-0.038298933,0.023524549,0.033973588,-0.039034134,,0.066119055,0.020991336,-0.031897059,0.009581491,,-0.027220691,,0.136214437,0.034069154,0.113958584,-0.010346468,-0.014474889,,-0.071693026,-0.006705859,0.047290845,-0.005253274,-0.028057493,0.018758543,,0.145141644,,,0.001870625,,,,,-0.050965487,,,0.012413767,0.030672812,,0.195179653,0.088346872,,0.064195839,,,-0.012027797,0.002052322,0.031197073,0.057603167,,0.035807896,,,,,,,-0.018765787,0.004955631,,,-0.050137334,0.044284745,0.103595536,0.005362485,0.405996375,-0.062333862,0.010061538,,-0.035533536,0.032179779,0.039465126,-0.032566506,,-0.0119048,0.023300903,-0.021253105,,0.022890898,0.041708307,0.009071587,,0.183404344,-0.031509396,,,,-0.006099755,,0.021193729,-0.040097895,,,,0.016546297,0.023372225
IL2R,,,0.001442227,,0.023716471,-0.027967229,,,,,-0.024846417,,0.014062733,0.16067444,0.039231969,,0.04905733,,0.030816486,,,,0.174661332,,,0.02740787,0.0993348,,,-0.005696145,0.078333707,0.017402772,,0.629047871,,-0.019565679,0.137880652,-0.004406415,,,-0.039422686,0.257710396,,,0.148279824,0.262744909,,,,,0.253258498,0.048027061,-0.008894494,0.012585955,0.152922702,,,,,,,,0.103447644,-0.028230369,-0.012102112,0.03244103,0.159545933,,-0.017614098,-0.129241134,,,,0.044764279,-0.020422364,,,-0.060990175,-0.291025866,-0.090440145,,0.044685984,,,0.542318073,-0.000314232,-0.009854866,0.02374564,0.118821681,,0.132478627,-0.025534839,-0.024969484,0.022948314,,0.015087844,,,0.11114175,,0.00876166,,,0.168654718,,0.551505263,,,-0.04474522,0.174172448,,0.572646846,0.001844609,0.034869516,-0.146512726,-0.007199226,,-0.079194174,,0.029427441,,-0.060399185,,-0.015816947,,-0.012753064,,,,,,0.023247105,-0.002448178,0.004668959,0.516392452,0.171053478,0.007309147,0.388434441,,-0.105325189,0.006078705,-0.000814083,0.040572043,0.513495825,0.162741764,0.027343817,-0.028311055,0.002575175,-0.039389423,,,0.085773192,0.022061521,,,,,,,0.058092378,,0.002236041,0.010975848,,-0.052395194,,0.458456963,-0.126060567
IL2VL,-0.03980351,0.054129281,-0.014543405,0.016443181,-0.045190081,-0.057560286,-0.017765108,-0.004206738,0.026846511,-0.00368537,0.007198517,-0.032704851,-0.000175093,-0.015295115,0.004136217,0.002414456,0.006533325,-0.05142982,0.063819123,,0.024469856,0.043267669,0.019339513,0.047600283,0.067096197,-0.012093895,-0.001767226,0.000952559,-0.018820352,0.047037332,0.015903927,-0.03705905,0.037371978,0.003431833,0.018434518,0.011726154,0.003615483,0.023911842,-0.044252054,0.05651105,0.098371539,0.117855882,0.023413813,0.009991421,0.025576523,0.104980541,0.660680849,0.027501574,,0.021552839,0.034155085,-0.015114625,-0.011041791,-0.017180716,-0.012238709,0.061113578,-0.015414083,0.015179145,,,-0.007944797,0.010197675,0.099585819,0.02701186,-0.011146613,-0.016346841,-0.001063554,,-0.015072038,0.002634594,,,-0.007677379,-0.001172577,0.073715036,-0.014439887,0.027516468,0.008714278,-0.015000035,-0.022178844,0.00759762,-0.000867047,-0.019452537,,0.04997084,0.004751841,-0.007122168,0.029850846,-0.020972892,0.003237817,-0.013529069,,0.024883577,-0.011558698,-0.001586407,-0.014913449,,,,0.048149682,0.055870433,0.009853246,0.045230872,0.004792267,,0.024564433,-0.024918314,-0.080612621,-0.002065238,0.05519115,,0.005384484,0.010497693,,,0.014794705,0.000323359,-0.057090147,0.003896094,0.023549094,-0.023969003,-0.022368873,-0.005643268,0.016572791,,,,,,-0.014315385,0.002568755,0.054273209,0.039433704,0.013399889,0.03599307,0.116789796,-0.01550083,0.050162584,0.063910938,0.004637744,-0.038484828,-0.056971978,0.048580927,0.010290459,-3.81E-05,0.009764022,0.022972251,-0.014437235,-0.000770243,,0.027773303,0.020838714,-0.013808648,,0.014365171,0.020672646,0.030984115,,-0.032783315,0.058902691,,0.018682748,0.00488034,-0.004842568,0.048750877,0.154138343,0.008289693,0.008766621
IL2V4,,0.081310595,-0.02438251,-0.001818296,-0.02444603,,,0.026661386,0.00558115,-0.016250748,0.061947081,-0.034104296,-0.00444894,-0.01335699,0.018804824,0.048216961,-0.02591061,-0.095106231,0.001427661,0.097953553,-0.002028802,0.002030963,-0.000345111,,0.008979887,0.013977296,0.044091409,-0.000345712,0.00307801,0.041971951,,-0.030272925,-0.005405993,-0.018657427,-0.004470803,0.059911691,-0.021276769,0.050982165,-0.009761591,0.046041511,0.040061789,0.068101126,-0.010649984,0.017144058,0.076483533,,,0.322961442,,-0.010369409,0.006024388,-0.011549845,0.005927407,0.016951519,-0.00336388,0.049497539,-0.02750723,,-0.064798534,,-0.012997926,0.049238723,0.033636919,0.054076522,,0.005383273,-0.006562823,0.012092374,0.01980669,0.01804877,,,-0.044898156,0.061515706,0.024846753,0.00110855,0.021131649,-0.027910698,0.162471071,0.012602981,,-0.048132403,0.013030056,0.014798117,-0.089407191,-0.006519404,0.030474823,0.001636841,0.017102822,,-0.012570508,,0.020982429,0.068969021,0.016781198,-0.002784619,0.180905004,0.035068714,,0.050541007,-0.031760257,-0.02971295,0.047290839,0.033370383,-0.02419707,0.021048459,-0.058139429,0.017924146,0.158257981,-0.010798733,-0.000205307,-0.04033532,0.062351283,0.204927014,,,-0.052342243,-0.018219501,-0.006389884,0.00505644,,0.015075681,0.002338935,-0.038475939,-0.010832439,0.654973056,0.051844623,0.068657603,,0.01164032,,0.035595146,-0.042003552,-0.039284278,0.045978594,0.052676031,0.021195641,-0.033918103,-0.106619363,0.028353837,0.061319349,-0.072269331,-0.006852822,0.020581656,-0.009407916,-0.129320879,0.036365993,0.020836616,0.243032029,,0.044576711,-0.040782893,-0.023239551,,-0.014727205,-0.080836089,,,,0.00724601,-0.040270341,0.010325307,0.018748087,0.029158249,-0.033057972,,0.029890941,-0.019576443
NSML,-0.025841485,,0.059352401,-0.001364406,-0.064598165,0.056348541,,-0.061074428,0.014830906,-0.025402772,0.023520838,,-0.019332672,0.008334843,0.024203297,0.009122574,0.052568399,0.023328795,0.016805212,,0.048917017,,0.035158241,,0.012636882,0.003641352,0.013093829,-0.01033674,-0.145419858,-0.001132834,-0.016757595,,0.013481725,0.046313587,0.06013129,-0.024416939,0.001780118,0.053863099,0.037742237,,0.035242142,0.09018758,-0.003237775,0.014517363,,0.176142691,,-0.065420573,0.748972081,,0.000761773,0.061001328,-0.026487785,-0.032401843,0.077978381,0.077444732,,,0.084047139,,-0.028314425,,0.010156666,0.011315344,0.003035604,0.049802051,0.015572058,0.01715942,0.057768757,0.008181853,,0.039251194,0.002520728,-0.054657242,0.007242235,0.066410348,0.015452926,-0.007237046,-0.080993886,-0.010349715,-0.006999722,-0.006638162,-0.023105869,-0.021297532,0.013546727,0.030157199,0.028515338,-0.03586062,-0.003666506,-0.034518431,-0.021803608,-0.023310488,0.041749496,0.005180431,0.014623989,-0.008107275,-0.064081227,0.130052677,0.027486044,0.437464019,0.495467749,0.320614815,0.177821666,0.023774106,0.071422963,,0.019219895,0.053345365,-0.039596366,-0.003714193,,0.064936113,0.028142309,0.069107911,,-0.009384416,0.114593567,-0.024760776,-0.022522576,0.00625283,,-0.050598242,0.035002621,0.020229689,,0.185888381,,0.02501493,,0.033888583,,0.009113067,0.116218058,0.029107134,0.327524455,0.119706583,-0.024510617,0.258217574,0.023960949,0.100218037,0.043340356,-0.011462108,0.002208745,-0.02030153,0.005086082,-0.016734565,0.025932987,0.018813676,-0.025577889,-0.065826713,0.012349703,0.011153434,,0.01216122,-0.014915494,-0.094200878,0.035897763,,-0.05444994,0.020764438,-0.020250026,-0.010431834,,-0.012150199,-0.027143902,0.07860514,0.043826412,-0.026435161
